image1,image2,image3,choice
692,145,414,3
298,1249,1548,3
499,396,595,3
389,1795,910,3
467,664,1337,1
1752,1693,1396,3
1749,1481,680,3
629,525,685,3
716,1802,1690,1
1626,158,646,3
1328,1359,615,2
1672,1055,810,3
1812,1279,312,2
1768,1706,1013,1
682,1818,1378,3
1044,418,260,3
519,1160,772,1
792,1536,990,3
517,678,183,3
685,1508,712,2
1078,695,380,2
84,1739,249,1
1742,1301,1353,3
1694,1114,280,1
1247,604,1224,2
422,1090,1792,1
1454,890,1389,1
794,1460,42,1
935,1012,1340,2
1462,1295,776,3
334,1450,264,1
275,1707,626,3
1298,283,609,1
1487,240,1685,2
850,1099,736,3
307,1350,9,2
970,118,1236,1
1411,1572,444,2
681,537,1179,3
1076,155,347,1
506,1524,1112,2
1224,183,1070,2
1746,218,1336,1
1538,749,1770,3
833,1493,646,3
736,749,601,3
10,1434,121,2
1844,1459,138,2
33,1127,220,3
55,1492,1387,1
1518,1258,1726,2
1285,1272,1287,1
1141,1758,653,1
1348,277,1644,2
1588,157,439,2
1823,748,1172,3
1247,858,997,1
600,326,1425,2
457,466,864,3
1305,103,934,2
1225,828,1181,2
1677,1021,273,2
1799,21,1214,2
1700,1034,973,2
901,207,307,2
750,1272,1016,3
963,31,1499,1
946,378,1272,1
1594,446,1238,2
1709,10,1467,1
826,1270,1146,2
376,1412,1210,1
144,452,1123,3
83,1462,604,2
623,34,333,2
1419,1383,301,2
1410,470,1826,1
1705,566,1339,3
1246,487,1028,3
588,700,1556,3
1592,1054,1175,2
776,1171,1411,2
458,1259,246,1
280,1510,123,1
40,774,543,3
553,242,975,1
518,1479,740,3
1633,1442,1047,1
237,1043,1565,2
1032,528,1405,2
833,1225,1272,2
628,1235,1796,3
1379,980,1567,1
683,1147,1309,1
849,548,26,2
586,1663,850,1
1216,52,1307,2
1641,970,938,1
621,1778,1373,3
1699,98,206,2
946,937,385,3
824,1735,1205,3
1267,923,926,3
1500,95,1332,1
1641,1321,1263,3
184,871,1588,2
1427,1771,204,3
1695,1322,1093,2
1657,1678,658,3
36,295,579,2
319,1843,222,2
908,1691,1202,2
1691,1589,1213,1
1109,304,1484,3
1362,1059,1194,1
974,1484,1387,2
857,615,224,2
1505,1492,233,2
523,1569,1026,2
1503,289,618,2
1129,1812,9,3
846,96,351,1
905,1177,199,2
490,662,1280,3
1637,821,522,1
167,1820,45,1
245,3,1399,3
456,1614,129,3
1465,1728,1253,2
190,1730,598,1
1412,1082,1228,2
47,1552,946,2
1187,340,843,3
262,732,1350,2
247,584,694,3
1804,192,1049,3
1027,523,562,1
1144,173,460,3
51,1118,1844,2
1454,1621,1437,3
330,451,472,2
819,220,1783,2
823,1352,1340,3
179,131,685,3
264,1233,137,1
382,1460,114,3
557,193,334,3
1185,796,633,1
175,166,1573,3
1446,1692,131,2
576,958,1774,1
1526,526,876,1
148,1232,1446,1
308,1743,1843,1
1435,904,1509,2
901,1686,1612,2
827,542,487,2
1007,570,810,2
987,700,955,1
415,1359,442,1
1303,1795,1562,1
1582,1482,1323,3
626,816,1505,1
394,185,588,2
1351,996,1159,3
1760,1807,152,3
1533,447,205,3
1184,1707,1604,3
1258,1537,636,3
69,1692,1347,1
10,477,203,3
879,281,480,2
1383,1585,1350,1
897,567,177,2
1025,1462,1641,1
1592,69,1106,2
301,1016,693,2
689,1730,1470,1
345,883,178,2
1475,1806,759,1
1490,1078,1258,1
1602,294,1854,3
963,171,1813,2
414,264,1822,3
321,1052,1742,3
234,1535,16,1
708,15,1135,1
225,1684,1252,3
88,1253,227,1
676,168,734,1
799,1520,87,1
53,1622,388,2
90,152,1428,2
299,1633,1703,2
1219,1440,734,2
979,1541,507,2
1569,1848,1139,2
1211,654,518,3
965,799,1491,3
857,292,1503,3
1383,541,1711,2
305,385,274,3
248,316,1740,2
537,758,797,3
263,891,736,2
1748,1737,387,2
1542,1179,476,1
909,919,1486,2
544,1433,181,2
1780,203,925,1
1372,1553,233,2
1618,1217,1283,1
1302,1416,974,3
1024,64,798,2
1102,816,262,1
1203,1670,858,3
1679,1005,41,1
578,411,163,2
544,1166,493,2
1204,1636,1139,2
77,704,1420,2
398,1358,270,2
687,1262,357,2
515,311,1288,2
1837,1522,1142,2
538,942,895,2
1558,904,927,3
530,1369,1309,2
1546,710,414,3
331,1578,245,1
1842,1854,220,2
1401,433,1461,1
904,118,631,1
1676,1139,245,3
1462,487,1007,3
1013,1451,579,1
1348,1303,1234,2
1707,88,873,1
120,1676,236,2
289,1526,253,1
771,1293,252,1
692,222,1836,1
1032,1520,19,2
1168,1202,675,2
493,1486,1517,1
417,768,336,2
358,361,1367,2
1820,146,1562,1
338,1065,805,1
1470,1372,1471,3
1189,1671,1091,1
1753,1258,860,1
86,41,1090,1
247,1426,1303,2
121,1300,177,1
1369,1257,490,3
1847,1201,558,3
1816,904,222,3
1017,1506,1374,1
188,234,1696,2
1184,24,1542,1
638,1276,1642,2
1606,1567,920,1
1254,348,661,3
1097,1753,1298,2
1792,1555,1378,1
540,1646,974,1
1679,718,1660,3
1111,952,636,1
997,1675,114,3
1821,497,1371,2
986,1245,1700,1
1447,1172,1370,1
394,559,1430,3
1102,1419,834,2
1397,196,284,3
667,1499,1758,1
685,1751,1131,2
1253,1374,647,1
1663,909,1304,2
926,1852,638,1
1392,901,604,3
30,176,228,1
1837,418,1676,2
1571,629,1808,2
409,1833,104,1
761,1667,14,1
997,1302,1827,3
1348,1710,1033,3
836,189,1164,2
1060,1544,1311,1
1495,1165,515,1
1084,1585,717,2
371,1706,1418,3
55,51,909,2
806,887,134,2
1135,1537,1064,3
1461,761,1310,3
535,1266,681,2
1390,1828,637,3
1615,838,928,1
703,1293,1362,3
743,865,507,2
535,388,344,2
221,843,61,1
608,440,1013,1
428,333,1346,3
1646,235,1370,3
215,463,1072,1
92,802,529,3
1327,846,51,3
1288,63,1315,3
1647,214,598,1
880,146,837,2
1110,1060,1847,3
1082,1630,510,3
625,283,1444,3
1479,1786,676,1
1546,486,1009,2
619,1,329,2
1686,989,1748,1
1079,1223,1556,1
654,1670,239,3
676,710,698,1
1814,635,1758,2
1644,666,257,2
1575,1452,474,1
13,1015,608,3
1258,891,762,2
581,879,163,1
1334,504,630,1
1491,1193,471,3
1420,380,1021,2
1774,1018,1689,2
1097,1188,1825,1
1183,126,216,1
937,769,1468,3
1048,1673,1091,1
1128,1518,940,1
150,347,1098,1
75,406,1652,2
1623,5,1171,3
509,1082,851,2
1841,826,1292,2
74,1569,1833,3
1295,631,1521,3
910,1031,84,1
774,985,1729,1
977,1738,689,2
1600,963,1205,1
268,1778,1456,2
1490,884,373,1
585,1756,803,1
513,1203,760,2
973,1283,79,2
1629,1448,491,1
71,852,1547,1
1221,1363,1682,2
1403,650,1250,3
1502,674,1545,1
994,1732,1453,2
1224,922,927,1
1123,1258,627,2
1217,1326,1091,2
409,689,1779,2
203,1431,677,3
409,852,976,1
575,58,959,2
1336,1636,1525,2
1737,1384,1177,1
1818,1842,1836,1
1355,1618,1150,2
829,1665,794,2
1225,476,1080,2
719,1779,1049,3
1086,615,970,1
1579,1445,1334,1
235,602,966,2
861,1702,15,2
1371,1230,227,2
1466,1433,956,2
327,1584,896,1
740,1060,1546,1
1238,1146,909,2
490,765,1031,2
1585,995,1715,1
304,199,433,1
1203,403,490,2
753,693,1110,3
733,1158,484,3
683,106,1052,1
1018,640,449,1
1605,1331,4,1
72,86,10,2
753,937,11,2
1181,1608,149,3
1169,1540,1286,1
1320,159,7,1
1801,699,835,1
23,1071,1032,2
1413,1797,1511,2
1677,1637,1641,3
1204,1369,523,1
1016,323,1264,3
1119,1453,1298,3
1639,652,152,3
878,1475,516,3
1030,1094,1303,2
1823,1427,690,3
1032,147,405,3
937,100,441,2
1793,768,1254,2
62,308,509,2
1035,123,835,3
1500,756,733,1
1420,1369,741,2
289,1722,994,1
218,120,1654,3
272,1311,290,1
926,1576,42,1
851,945,1013,2
1697,291,768,1
217,972,1849,1
355,1680,252,2
921,578,503,3
1617,185,1356,3
595,1267,460,1
675,829,625,3
823,1799,1376,3
1481,341,1823,2
1038,1477,1334,3
788,355,556,3
1025,30,316,1
1510,1709,1762,2
687,527,1212,1
173,1539,146,2
372,702,1463,2
735,1297,31,2
283,1845,1641,1
1270,1037,1416,1
84,1366,1080,1
921,1621,102,2
387,1183,1609,3
354,1502,1393,1
257,1239,1494,1
1836,906,1824,3
1637,1274,987,1
295,570,70,2
1126,749,646,1
735,843,330,3
1378,752,248,3
799,184,759,1
230,1049,777,3
1577,1433,394,2
1006,1212,83,2
981,266,624,1
484,914,1829,1
170,916,1113,1
1614,1475,390,3
1848,220,515,2
896,1055,875,1
1798,744,633,3
1042,1049,115,2
1392,1828,1558,3
535,708,628,2
193,1207,358,1
812,1174,965,1
900,1689,100,1
1059,1360,1505,1
501,213,1000,1
177,1445,1642,3
265,351,1772,1
459,1260,1162,3
98,715,497,1
737,889,168,3
396,805,1156,2
455,419,1593,1
1395,1793,704,2
228,1189,942,3
1700,526,538,1
34,422,1482,3
650,122,37,2
1366,1102,599,1
673,256,1838,1
21,665,729,2
758,1124,202,1
1780,1506,1458,2
268,695,1157,1
958,753,969,3
1534,951,567,3
1599,1054,71,2
1590,189,166,2
165,197,1833,2
703,988,861,2
1573,765,417,3
1506,1638,747,1
781,601,1273,2
664,315,1081,3
1602,1285,47,3
998,207,1312,2
797,1718,297,1
71,515,610,1
938,27,825,3
1057,1172,451,3
349,1392,973,2
1371,1463,1194,3
1769,876,323,3
427,1485,760,1
103,1185,1543,3
1240,626,508,1
297,6,1700,1
1665,882,830,1
248,748,1562,2
336,1016,266,1
1707,1823,1133,2
196,719,1517,1
1068,1608,458,3
636,1644,338,1
1193,177,1319,3
711,1054,207,3
261,181,1313,2
1240,572,1727,2
221,1412,1589,2
978,1240,300,3
992,409,1308,1
369,1275,689,1
1209,94,1054,3
1122,877,696,2
1068,1391,1078,3
1854,40,621,3
158,1262,1627,1
1330,473,475,2
471,476,1671,1
800,728,333,3
1135,809,1750,1
516,1473,269,1
220,1375,1213,3
607,1164,663,2
365,1132,288,2
560,238,1671,2
391,553,1399,2
1039,657,1680,3
404,1772,1803,3
1107,12,27,2
822,1399,872,2
348,633,913,1
50,1792,290,3
299,986,364,2
745,620,1079,1
1555,1758,1212,3
787,1708,1542,3
409,1468,1467,2
1043,959,636,1
146,895,481,3
887,1512,938,1
633,1171,918,1
550,1798,1611,2
1792,204,240,3
1380,1840,933,2
1105,742,1348,1
340,537,10,3
895,1601,1372,2
1040,525,909,1
1220,1448,40,2
973,1136,124,3
591,1616,1611,2
702,682,618,3
1144,850,1553,3
742,1176,793,1
1641,619,932,3
1037,394,294,2
1351,29,346,2
1603,136,326,1
1797,81,875,1
564,1615,229,1
1542,1275,349,3
1639,1791,543,3
261,1621,103,3
288,1075,507,3
856,186,1472,2
432,1314,1756,1
1175,894,921,2
1635,555,104,2
1262,987,1471,1
1194,1448,1123,3
922,332,1379,2
272,1303,1398,3
303,1036,1202,2
1359,1089,1370,1
987,1288,931,3
1681,3,571,1
844,365,411,2
486,412,134,2
1508,336,771,2
160,976,1104,3
61,1661,308,1
945,10,772,2
1471,1837,93,2
102,707,146,2
236,1415,1277,3
1372,1266,175,2
735,948,12,1
661,691,1141,3
1684,1025,1645,2
425,611,81,1
1668,150,888,2
1301,500,1426,2
153,995,1561,2
399,1628,62,2
927,671,331,3
927,510,934,3
1703,985,1511,3
111,238,224,2
1265,1588,151,3
351,1155,365,3
1111,1327,1539,3
1830,1111,128,3
1641,802,1492,1
1752,872,317,3
707,746,649,1
863,586,1244,3
1309,272,543,1
172,24,338,2
246,33,328,1
296,1367,1112,2
652,1721,1472,3
194,860,203,1
644,1117,869,1
605,863,1612,3
488,373,773,3
1484,24,245,2
852,627,1252,3
728,868,1652,2
1295,1197,1758,1
1006,441,1135,2
1013,496,1023,1
1714,62,474,2
1441,902,155,1
1724,1718,738,1
1653,262,654,2
1694,897,808,3
1787,1368,80,1
815,838,762,3
1094,203,218,3
591,704,29,3
301,433,990,3
1274,1052,937,3
1294,1189,395,2
204,554,1300,3
1705,130,844,3
121,670,1490,1
642,319,674,2
829,1000,459,2
1593,1194,1494,3
997,1658,1272,2
1373,268,181,1
1688,940,1167,3
1753,914,1062,3
615,1137,1208,1
721,328,33,1
900,1712,1508,2
846,1129,455,2
1311,1827,1535,2
459,743,682,2
1828,856,904,1
776,1440,262,1
1535,1397,882,3
1129,408,696,2
918,646,501,3
197,491,1471,3
240,1636,666,1
935,1652,433,3
1275,1824,731,2
762,1164,1784,2
308,1320,1171,3
553,90,401,2
264,689,885,1
670,1329,1127,1
795,284,1551,2
1038,1408,1194,1
1471,79,363,3
1631,746,236,3
1736,273,155,3
1348,1288,787,1
1207,1766,1656,2
744,1189,985,1
875,853,1752,1
37,100,361,3
6,543,1622,2
291,1629,863,1
1183,1830,274,3
1722,729,224,2
1343,1333,251,1
136,648,1339,2
158,1731,1274,3
815,718,527,3
1195,653,500,3
756,317,195,1
840,992,1366,3
1230,1796,1169,1
1231,505,936,2
1587,1706,132,3
1108,1100,285,3
329,1038,1223,2
444,745,970,2
1235,763,410,1
211,641,595,2
1730,1306,1338,1
1456,1007,284,2
421,316,752,3
1632,259,533,3
115,1843,1305,1
1216,1022,1435,1
948,563,203,2
1213,550,1433,3
943,58,333,3
980,526,828,1
1568,775,1465,1
78,1227,1292,3
1732,1149,1160,1
377,106,1607,3
479,614,1582,3
860,1278,565,2
442,306,1305,3
437,729,944,1
1246,912,1635,2
1166,230,1446,2
504,253,1620,2
319,1305,1546,1
349,111,1065,3
899,1161,1344,3
981,1794,1589,1
499,1070,1279,2
1359,441,1159,1
273,1504,1068,1
941,1608,347,3
1310,740,131,3
1713,1588,1188,3
339,842,1687,2
417,363,943,1
471,1121,672,1
1011,247,1021,2
1171,1652,768,1
98,1110,1629,2
594,308,1580,3
587,1573,1171,3
235,1101,230,1
913,379,661,2
1035,12,841,2
301,1674,1368,3
933,1746,1705,3
911,441,756,3
872,674,1595,1
1641,64,248,2
1392,1329,1508,3
1678,1459,616,2
1260,271,1311,3
1196,649,1695,3
294,719,1224,2
1311,150,556,1
949,685,661,2
162,239,62,3
1734,150,124,2
1396,1324,1143,1
581,1355,314,3
1185,966,275,3
8,1589,674,1
501,1700,289,3
116,1835,1286,1
1841,1285,822,2
574,566,1607,1
1123,569,1675,2
1847,899,1550,3
626,856,913,2
513,119,1369,1
1814,31,509,1
1494,1759,1088,3
673,1104,1039,1
656,1470,423,2
1451,403,1430,1
1345,147,941,2
1070,668,220,1
1090,1668,1088,3
1116,1661,1557,3
801,1280,1449,2
1589,1318,1844,3
1124,925,1634,2
1368,1440,1428,3
946,159,228,3
1187,819,512,3
1143,501,876,1
1401,891,1728,2
1236,1726,1017,2
1816,257,1000,2
11,1551,1137,2
1630,1697,114,2
319,921,145,2
22,1008,1601,2
1518,809,1007,3
442,548,166,2
1751,1341,1565,2
558,763,127,1
1697,1738,600,2
1312,1210,96,1
887,1162,1644,2
388,866,569,1
912,587,101,1
605,830,203,2
311,529,772,2
1711,755,840,3
252,35,455,3
160,434,963,2
1625,1024,1139,2
603,1490,738,1
494,459,1706,2
1499,1447,252,2
1085,535,899,3
215,1798,109,2
1303,1313,1802,2
1612,1804,577,2
1271,430,1689,1
463,838,78,3
1419,151,1089,2
206,1676,1684,3
929,286,1525,2
629,235,804,1
807,940,1433,2
310,778,769,3
1488,1527,126,3
821,1553,1570,2
1462,1666,1363,1
612,1854,1029,2
1128,664,1407,3
227,1385,1492,2
1777,1670,1736,2
664,334,1238,2
925,1180,1566,1
761,1489,1585,1
185,538,200,3
730,916,425,1
799,1202,44,2
1012,1701,1594,2
1641,719,1199,1
1502,26,1058,2
1645,1293,1138,3
134,1784,385,1
1607,1117,420,2
1378,474,499,1
68,588,336,3
1106,1484,1757,3
749,1217,1025,3
1335,1190,1401,2
526,379,1501,1
290,1148,418,1
1478,512,433,1
1515,1719,1046,3
1699,893,916,3
1015,1157,179,2
1207,1106,15,1
847,984,147,2
666,1685,60,3
1616,979,336,2
663,942,1636,3
758,438,618,2
252,1799,1010,1
1853,1301,1736,1
229,776,595,3
1341,1087,226,3
914,164,613,2
1626,1182,1357,2
1247,384,234,1
461,1069,690,1
529,1729,219,3
25,70,573,1
617,562,1780,2
381,1066,144,1
914,1474,1725,2
1586,774,1076,3
1374,111,201,2
168,1328,847,1
1634,1548,1299,2
1593,1418,1308,1
1078,520,527,3
338,826,634,3
1620,1688,277,2
246,420,1752,3
473,1298,189,2
74,1288,687,1
1125,703,700,3
875,870,401,3
41,1325,1469,3
1083,656,172,2
317,1421,894,1
795,261,119,3
1195,1677,1079,2
235,988,845,1
1252,368,304,2
1784,202,998,2
1491,1277,936,2
1778,579,1041,1
1297,58,1013,2
1223,1199,1126,1
805,134,1750,3
282,535,66,2
1027,186,805,1
10,1499,274,1
390,623,1802,1
76,928,1604,3
551,631,1069,1
866,699,331,3
1238,39,799,3
1604,595,1131,2
425,917,1281,3
1161,664,818,1
301,903,1586,1
932,573,729,2
1354,1806,1041,1
631,1556,1545,3
1419,1432,229,2
990,1828,63,2
1749,988,414,2
207,1432,500,3
896,819,394,1
173,676,1017,1
127,349,796,1
97,273,1554,1
1182,1719,7,3
1409,1467,943,2
1483,1388,1079,3
388,312,514,3
559,1713,1209,1
1351,926,344,3
1509,960,476,3
655,1696,297,1
1691,1601,1305,1
64,608,342,2
692,6,1503,3
117,1419,421,2
873,489,1132,3
1850,1625,1187,2
1451,1105,1637,2
1836,66,123,1
821,1053,179,2
1354,1397,1209,3
240,400,626,3
844,694,1758,2
691,116,182,1
1017,163,555,2
1799,1429,718,3
494,1770,1645,2
680,1782,323,3
754,869,193,3
1131,1168,1167,3
1806,261,1569,2
1018,1124,1804,2
617,319,405,3
1249,208,722,1
713,1276,327,1
1474,49,911,1
1279,1648,419,3
857,1849,634,3
99,1285,983,2
1169,1628,1592,2
383,934,1429,2
132,422,549,1
109,99,443,3
495,756,93,1
1116,1789,614,3
349,1070,896,3
264,651,1762,1
192,54,512,2
1472,69,613,1
308,81,255,2
161,1735,1466,3
1144,747,1075,1
485,1584,1109,3
1508,197,145,2
908,398,1062,3
1834,1608,1849,1
1330,80,1380,2
900,791,1782,2
459,81,41,1
670,913,147,3
1357,893,1790,1
604,1133,255,3
1541,422,926,3
648,822,98,1
1115,1348,435,3
525,1566,1562,2
1497,1401,208,2
1190,626,1298,3
370,1627,1744,2
727,213,1029,2
1391,304,1733,3
1123,106,1406,1
1235,1287,1303,1
1385,43,1287,3
1016,1797,162,3
1180,1722,1778,1
482,625,465,2
451,1595,683,2
1524,885,525,2
645,1108,956,2
1399,393,973,1
1709,347,498,2
954,767,1733,3
57,874,454,1
683,618,1236,3
310,455,424,2
123,887,1118,1
1767,1465,1190,3
245,1706,1013,1
1627,1586,380,1
1471,1257,1154,3
861,515,855,3
1042,1259,1468,2
1824,412,648,3
1419,1340,1156,1
746,558,1419,3
1714,97,429,1
1191,1066,196,2
1744,1751,822,2
805,163,364,1
1064,317,1034,2
761,726,1829,1
1371,1754,1489,1
529,1054,377,3
255,707,1348,2
1392,1139,713,3
1225,1129,1410,3
862,1243,1215,1
1726,1303,701,1
686,1734,547,1
938,1197,1520,1
210,1258,846,3
898,1573,1514,3
1370,147,713,1
525,1389,418,3
1234,821,1565,2
1174,1830,30,2
1501,539,1827,3
1413,832,1411,1
874,311,1017,2
1435,1586,1150,3
760,539,1091,2
1483,783,817,2
1721,481,572,1
1717,1022,697,3
448,1550,526,3
425,924,1445,1
1402,198,412,3
697,117,1340,3
1031,1662,834,3
1513,1578,1673,1
534,255,1563,3
244,881,914,1
987,355,382,3
1122,727,51,2
1203,475,1505,3
1730,1099,1776,1
618,669,1184,1
1371,328,1103,2
283,1034,582,2
1079,565,509,3
366,581,1681,2
1312,1675,1146,1
1682,811,691,1
1723,377,1030,2
466,1241,180,1
404,1746,940,3
450,1735,140,3
80,386,1023,2
1716,600,1075,3
1064,437,449,3
1365,825,1820,1
1642,776,357,1
230,1160,1428,1
425,395,808,2
1688,1655,30,2
1761,956,641,2
1621,852,264,1
534,1618,526,3
523,634,1196,1
1690,1473,1077,3
1536,1712,577,3
1698,1323,493,3
1014,1792,1350,1
1667,926,791,2
1265,1485,1441,2
841,1236,1817,1
637,262,257,3
969,1203,779,1
1724,1714,1640,2
1040,530,1429,1
409,1201,617,1
431,1104,1282,3
746,1672,661,2
380,1258,193,2
15,1638,554,1
295,1849,325,1
256,861,680,1
1297,298,30,1
956,316,1334,3
331,309,1154,2
1116,1659,1509,2
656,288,1483,2
1640,354,1629,2
558,1090,170,2
1557,1821,383,1
108,379,1663,2
622,1161,1337,3
277,1431,683,2
1240,1269,1447,1
714,809,1835,2
1241,631,969,2
907,941,748,2
60,917,1797,3
1531,315,597,3
971,1196,1798,3
1790,1359,312,1
1376,1652,1513,1
211,470,633,3
407,252,1116,1
591,738,1614,2
1412,1288,643,2
543,1090,1186,3
840,1525,644,3
1639,1662,1434,3
1292,556,165,3
80,1723,785,3
1527,1651,203,1
1324,1177,637,2
959,38,294,3
885,835,884,3
783,661,848,1
503,26,535,3
748,665,1437,3
1650,1542,1567,2
1604,324,1416,1
738,761,312,2
1239,226,1400,3
364,239,244,3
788,1143,1618,3
906,1074,1594,3
576,804,1737,1
529,1539,385,1
315,1476,51,3
452,1268,85,1
1734,181,1361,1
1632,932,1635,2
1714,959,531,1
577,231,429,3
381,274,851,1
1488,1271,1753,3
990,1551,440,1
1085,421,1581,1
1485,1260,230,3
514,1793,521,1
916,35,187,3
634,267,1134,2
67,1171,632,1
522,474,1412,1
859,1384,768,1
98,140,1642,2
905,1643,277,2
46,849,1297,1
1344,702,666,2
1087,21,1584,1
1017,86,656,2
162,259,387,3
812,981,406,1
117,1195,417,2
117,901,1053,3
1417,710,669,2
154,615,363,1
1703,1286,336,3
1086,1468,76,2
1683,1081,1531,1
1751,1069,735,3
555,1049,873,1
1836,1482,8,1
747,433,1851,3
874,1275,1435,2
551,674,210,3
854,249,243,2
343,882,1723,3
140,18,1041,1
1175,289,1562,2
559,1695,1526,3
1168,1088,437,3
1289,1070,1302,2
1670,961,732,1
203,87,107,2
1525,1689,788,1
32,220,1796,3
324,1793,1307,2
775,84,1729,3
755,586,1525,3
773,1358,968,3
286,855,1133,1
138,776,1316,1
1456,1358,811,2
2,1792,556,3
279,1798,1811,3
800,1803,822,3
1634,110,1181,3
1791,676,998,2
1306,1835,570,3
1088,913,1214,3
1547,1588,1002,3
29,1457,1401,3
1220,1824,975,3
105,1758,1235,1
373,1226,1680,2
1627,784,28,1
1640,1403,400,3
1835,1838,1439,1
2,229,1351,1
1122,276,1448,1
500,99,1692,1
1399,1086,1418,2
574,755,698,2
1193,484,1289,3
1133,328,931,3
1280,847,1468,3
1072,1727,551,1
615,312,627,1
108,493,1183,2
1280,1668,246,2
655,1120,1381,1
902,1017,920,2
673,1809,1088,3
1175,699,1505,1
1671,172,793,3
1853,672,1057,3
1493,1662,1457,2
73,312,1693,1
541,757,1525,1
150,1553,1105,2
953,1804,1584,1
551,950,1064,1
702,205,612,3
988,586,1744,2
1666,145,1168,2
1302,1831,1840,1
1113,1059,942,2
458,1394,191,2
662,1105,1445,2
631,966,1242,3
418,1379,149,1
1217,365,1089,2
364,198,674,1
1469,1012,1653,3
399,191,1597,1
336,144,951,1
848,390,1050,3
510,346,1065,2
310,1673,1600,3
1477,90,824,1
151,1367,840,2
297,1694,504,1
1794,1339,259,3
1721,1213,874,1
1756,8,640,3
1443,956,1156,2
517,700,691,3
1341,241,1014,3
1476,1255,1595,3
1177,470,703,2
622,1112,540,3
1538,1522,607,2
550,1130,1771,2
777,35,93,1
666,1847,1722,1
1105,585,221,2
935,603,973,2
1309,632,1769,3
722,471,1569,2
1244,1538,555,3
980,106,769,3
610,1678,1514,3
1358,810,897,1
1808,1690,1001,3
19,705,1758,3
758,574,1326,3
716,1583,1679,3
1425,1803,1324,1
283,1679,575,1
129,1007,176,1
1329,528,1796,2
609,147,446,3
380,1787,342,2
643,1181,865,2
167,1312,591,2
200,563,386,1
1373,1465,1590,1
475,16,1037,2
29,1217,1184,2
1254,940,1655,3
913,808,1735,3
1391,1239,1433,2
1527,344,817,1
216,1129,262,1
904,1082,1398,3
1821,714,737,3
588,118,647,1
1337,676,1005,1
510,705,1507,1
495,893,652,2
271,975,930,2
91,488,150,1
704,818,441,1
383,332,1712,3
927,35,780,3
432,1352,231,2
1341,675,372,2
1541,162,441,2
183,943,987,1
795,1055,249,3
176,895,1702,1
155,459,1198,1
1071,360,228,1
1772,124,700,2
1486,169,1226,3
506,603,1650,1
1015,621,1535,1
1710,1212,140,2
699,309,1589,1
1693,642,274,2
114,69,966,1
509,809,1374,3
856,207,581,3
1323,1462,342,2
277,1106,1118,1
1699,1693,788,2
426,983,1747,2
1821,960,1672,1
203,611,11,2
805,1082,490,1
719,556,129,2
120,698,1091,2
622,592,839,2
324,864,272,1
1665,1069,1496,3
1533,118,1034,1
1178,362,889,3
465,1633,1443,2
72,1591,123,1
800,9,1289,3
819,464,1545,2
745,1662,847,2
718,1738,1070,2
907,896,727,2
1262,202,1531,3
447,1828,533,1
1510,1742,1832,3
524,1389,1063,3
995,1151,502,3
1378,1681,445,3
950,349,1668,3
1045,1150,1597,1
4,981,1811,2
1623,988,1417,2
849,889,150,1
128,982,1359,3
128,1101,793,3
1191,668,361,2
132,66,552,1
672,1141,766,2
1069,258,1350,3
627,550,1132,3
896,1230,1581,3
1601,1258,1575,2
992,340,1172,1
53,1595,1235,3
1157,1231,1648,1
267,411,1547,1
474,458,160,2
1817,1555,1346,2
249,1179,1365,3
1490,1758,200,1
502,818,639,1
43,1735,338,2
226,1529,1585,3
1462,850,529,3
326,1724,225,2
154,1019,1305,2
1431,1525,280,2
779,1147,1606,1
1637,1396,916,2
1836,841,1623,2
737,470,581,3
1703,225,1031,1
1034,799,249,1
833,70,1385,3
1672,1199,474,1
1589,426,1474,1
1784,1216,760,3
1596,1839,505,3
1342,157,1496,2
1759,510,805,3
1023,1174,1259,1
244,1417,1301,1
104,47,1560,3
169,361,1636,3
1143,137,1457,1
747,181,809,3
58,203,700,1
1586,28,1663,1
417,518,714,2
656,408,96,2
193,1586,1273,1
1472,1323,1115,3
875,737,1638,2
1538,1317,104,1
334,1576,973,3
1175,193,1082,1
1558,1152,1550,3
1504,1791,963,3
1573,1319,1799,3
1726,135,1421,2
408,1456,1314,3
865,172,750,3
378,565,296,2
1158,481,1342,1
827,1342,105,2
1474,1083,299,2
1454,1601,897,2
266,1349,1378,3
631,1573,67,3
1341,722,1722,1
741,1577,1742,3
769,1733,1137,3
777,804,1232,3
1156,1803,382,2
1479,727,1712,2
39,1589,316,2
35,223,767,3
1190,560,887,1
898,1773,99,3
593,1835,39,3
389,328,747,3
1555,1836,1439,3
1444,1565,41,1
1300,1717,58,3
1251,1727,1692,2
642,1404,1661,2
491,1090,1489,2
579,1498,1588,2
1750,136,203,2
767,1032,1195,1
866,1337,1809,3
989,1476,365,3
1659,1826,1740,3
1186,1527,530,2
1646,297,1585,2
1259,1561,26,2
1269,1190,1657,1
6,1478,1754,3
1332,573,686,1
540,768,364,2
1202,1513,159,3
